row,Track,Category,Level,Album,id,Anger,Fear,Happy,Sad,Tender,Gender,Age,Musicianship,Emotion,Tension,Energy,Valence
1031,31,Sad,Moderate,The English Patient,21,1,1,1,9,6,Female,25,2,Discrete,NA,NA,NA
1032,32,Sad,Moderate,Running Scared,21,1,3,1,7,1,Female,25,2,Discrete,NA,NA,NA
1033,33,Sad,Moderate,The Portait of a Lady,21,1,1,1,9,2,Female,25,2,Discrete,NA,NA,NA
1034,34,Sad,Moderate,Big Fish,21,1,1,1,8,1,Female,25,2,Discrete,NA,NA,NA
1035,35,Sad,Moderate,Man of Galilee CD1,21,3,1,1,8,1,Female,25,2,Discrete,NA,NA,NA
1036,36,Sad,High,Angel Heart,21,1,1,1,7,1,Female,25,2,Discrete,NA,NA,NA
1037,37,Sad,High,Batman,21,1,6,1,5,1,Female,25,2,Discrete,NA,NA,NA
1038,38,Sad,High,Dracula,21,1,1,1,9,1,Female,25,2,Discrete,NA,NA,NA
1039,39,Sad,High,Shakespeare In Love,21,1,1,1,5,7,Female,25,2,Discrete,NA,NA,NA
1040,40,Sad,High,The English Patient,21,1,1,1,8,5,Female,25,2,Discrete,NA,NA,NA
1041,41,Tender,Moderate,Shine,21,1,1,1,5,8,Female,25,2,Discrete,NA,NA,NA
1042,42,Tender,Moderate,Pride & Prejudice,21,1,1,2,2,8,Female,25,2,Discrete,NA,NA,NA
1043,43,Tender,Moderate,Dances with Wolves,21,1,1,4,1,1,Female,25,2,Discrete,NA,NA,NA
1044,44,Tender,Moderate,Pride & Prejudice,21,1,1,1,1,8,Female,25,2,Discrete,NA,NA,NA
1045,45,Tender,Moderate,Oliver Twist,21,1,1,1,4,1,Female,25,2,Discrete,NA,NA,NA
1046,46,Tender,High,Batman,21,1,2,1,5,1,Female,25,2,Discrete,NA,NA,NA
1047,47,Tender,High,Oliver Twist,21,1,1,4,4,3,Female,25,2,Discrete,NA,NA,NA
1048,48,Tender,High,Dracula,21,1,3,1,1,3,Female,25,2,Discrete,NA,NA,NA
1049,49,Tender,High,Juha,21,1,1,6,1,4,Female,25,2,Discrete,NA,NA,NA
1050,50,Tender,High,Oliver Twist,21,1,1,1,7,2,Female,25,2,Discrete,NA,NA,NA
1051,1,Anger,Moderate,Lethal weapon 3,22,2,7,1,1,1,Female,23,1,Discrete,NA,NA,NA
1052,2,Anger,Moderate,The Rainmaker,22,6,3,1,1,1,Female,23,1,Discrete,NA,NA,NA
1053,3,Anger,Moderate,The Alien Trilogy,22,7,4,1,1,1,Female,23,1,Discrete,NA,NA,NA
1054,4,Anger,Moderate,Cape Fear,22,3,5,1,2,1,Female,23,1,Discrete,NA,NA,NA
1055,5,Anger,Moderate,The Fifth Element,22,1,4,1,7,1,Female,23,1,Discrete,NA,NA,NA
1056,6,Anger,High,Crouching Tiger ,22,2,4,1,1,3,Female,23,1,Discrete,NA,NA,NA
1057,7,Anger,High,Batman Returns,22,4,7,1,1,1,Female,23,1,Discrete,NA,NA,NA
1058,8,Anger,High,Man of Galilee CD1,22,1,1,1,7,1,Female,23,1,Discrete,NA,NA,NA
1059,9,Anger,High,The Untouchables,22,4,4,2,1,1,Female,23,1,Discrete,NA,NA,NA
1060,10,Anger,High,Oliver Twist,22,1,8,1,1,1,Female,23,1,Discrete,NA,NA,NA
1061,11,Fear,Moderate,Batman Returns,22,1,6,1,1,1,Female,23,1,Discrete,NA,NA,NA
1062,12,Fear,Moderate,JFK,22,1,5,1,2,1,Female,23,1,Discrete,NA,NA,NA
1063,13,Fear,Moderate,JFK,22,1,6,1,1,1,Female,23,1,Discrete,NA,NA,NA
1064,14,Fear,Moderate,The Alien Trilogy,22,1,7,1,1,1,Female,23,1,Discrete,NA,NA,NA
1065,15,Fear,Moderate,Hannibal,22,1,4,1,1,1,Female,23,1,Discrete,NA,NA,NA
1066,16,Fear,High,Running Scared,22,1,5,1,1,1,Female,23,1,Discrete,NA,NA,NA
1067,17,Fear,High,The Untouchables,22,1,4,1,1,2,Female,23,1,Discrete,NA,NA,NA
1068,18,Fear,High,The Fifth Element,22,1,4,1,1,1,Female,23,1,Discrete,NA,NA,NA
1069,19,Fear,High,Lethal weapon 3,22,1,7,1,1,1,Female,23,1,Discrete,NA,NA,NA
1070,20,Fear,High,Man of Galilee CD1,22,1,8,2,1,1,Female,23,1,Discrete,NA,NA,NA
1071,21,Happy,Moderate,The Rainmaker,22,1,1,7,1,5,Female,23,1,Discrete,NA,NA,NA
1072,22,Happy,Moderate,Batman,22,1,1,8,1,3,Female,23,1,Discrete,NA,NA,NA
1073,23,Happy,Moderate,Shallow Grave,22,1,1,7,1,1,Female,23,1,Discrete,NA,NA,NA
1074,24,Happy,Moderate,Man of Galilee CD1,22,1,1,8,1,1,Female,23,1,Discrete,NA,NA,NA
1075,25,Happy,Moderate,Oliver Twist,22,1,1,6,1,4,Female,23,1,Discrete,NA,NA,NA
1076,26,Happy,High,The Omen,22,1,1,4,3,5,Female,23,1,Discrete,NA,NA,NA
1077,27,Happy,High,Oliver Twist,22,1,1,7,1,1,Female,23,1,Discrete,NA,NA,NA
1078,28,Happy,High,Grizzly Man,22,1,1,3,1,6,Female,23,1,Discrete,NA,NA,NA
1079,29,Happy,High,The Portait of a Lady,22,1,1,4,1,6,Female,23,1,Discrete,NA,NA,NA
1080,30,Happy,High,Nostradamus,22,1,1,3,1,6,Female,23,1,Discrete,NA,NA,NA
1081,31,Sad,Moderate,The English Patient,22,1,1,1,7,4,Female,23,1,Discrete,NA,NA,NA
1082,32,Sad,Moderate,Running Scared,22,1,2,4,3,5,Female,23,1,Discrete,NA,NA,NA
1083,33,Sad,Moderate,The Portait of a Lady,22,1,1,1,7,2,Female,23,1,Discrete,NA,NA,NA
1084,34,Sad,Moderate,Big Fish,22,1,1,1,7,3,Female,23,1,Discrete,NA,NA,NA
1085,35,Sad,Moderate,Man of Galilee CD1,22,1,1,1,6,7,Female,23,1,Discrete,NA,NA,NA
1086,36,Sad,High,Angel Heart,22,1,2,1,3,3,Female,23,1,Discrete,NA,NA,NA
1087,37,Sad,High,Batman,22,1,3,1,6,3,Female,23,1,Discrete,NA,NA,NA
1088,38,Sad,High,Dracula,22,1,2,1,2,4,Female,23,1,Discrete,NA,NA,NA
1089,39,Sad,High,Shakespeare In Love,22,1,1,1,3,4,Female,23,1,Discrete,NA,NA,NA
1090,40,Sad,High,The English Patient,22,1,1,1,6,8,Female,23,1,Discrete,NA,NA,NA
1091,41,Tender,Moderate,Shine,22,1,1,2,3,7,Female,23,1,Discrete,NA,NA,NA
1092,42,Tender,Moderate,Pride & Prejudice,22,1,1,3,1,6,Female,23,1,Discrete,NA,NA,NA
1093,43,Tender,Moderate,Dances with Wolves,22,1,1,4,1,7,Female,23,1,Discrete,NA,NA,NA
1094,44,Tender,Moderate,Pride & Prejudice,22,1,1,1,1,5,Female,23,1,Discrete,NA,NA,NA
1095,45,Tender,Moderate,Oliver Twist,22,1,1,4,2,6,Female,23,1,Discrete,NA,NA,NA
1096,46,Tender,High,Batman,22,1,1,1,3,5,Female,23,1,Discrete,NA,NA,NA
1097,47,Tender,High,Oliver Twist,22,1,1,5,3,6,Female,23,1,Discrete,NA,NA,NA
1098,48,Tender,High,Dracula,22,1,2,1,3,7,Female,23,1,Discrete,NA,NA,NA
1099,49,Tender,High,Juha,22,1,1,3,2,7,Female,23,1,Discrete,NA,NA,NA
1100,50,Tender,High,Oliver Twist,22,1,2,1,6,3,Female,23,1,Discrete,NA,NA,NA
1101,1,Anger,Moderate,Lethal weapon 3,23,6,3,1,1,1,Female,18,3,Discrete,NA,NA,NA
1102,2,Anger,Moderate,The Rainmaker,23,4,7,1,3,1,Female,18,3,Discrete,NA,NA,NA
1103,3,Anger,Moderate,The Alien Trilogy,23,6,7,1,4,1,Female,18,3,Discrete,NA,NA,NA
1104,4,Anger,Moderate,Cape Fear,23,3,1,1,7,1,Female,18,3,Discrete,NA,NA,NA
1105,5,Anger,Moderate,The Fifth Element,23,6,2,1,1,1,Female,18,3,Discrete,NA,NA,NA
1106,6,Anger,High,Crouching Tiger ,23,1,2,1,4,2,Female,18,3,Discrete,NA,NA,NA
1107,7,Anger,High,Batman Returns,23,4,6,1,2,1,Female,18,3,Discrete,NA,NA,NA
1108,8,Anger,High,Man of Galilee CD1,23,1,1,1,9,3,Female,18,3,Discrete,NA,NA,NA
1109,9,Anger,High,The Untouchables,23,7,6,1,2,1,Female,18,3,Discrete,NA,NA,NA
1110,10,Anger,High,Oliver Twist,23,3,6,1,1,1,Female,18,3,Discrete,NA,NA,NA
1111,11,Fear,Moderate,Batman Returns,23,7,8,1,1,1,Female,18,3,Discrete,NA,NA,NA
1112,12,Fear,Moderate,JFK,23,2,6,2,1,1,Female,18,3,Discrete,NA,NA,NA
1113,13,Fear,Moderate,JFK,23,2,9,1,1,1,Female,18,3,Discrete,NA,NA,NA
1114,14,Fear,Moderate,The Alien Trilogy,23,1,6,1,1,1,Female,18,3,Discrete,NA,NA,NA
1115,15,Fear,Moderate,Hannibal,23,1,7,1,1,1,Female,18,3,Discrete,NA,NA,NA
1116,16,Fear,High,Running Scared,23,1,4,2,1,2,Female,18,3,Discrete,NA,NA,NA
1117,17,Fear,High,The Untouchables,23,1,9,1,3,1,Female,18,3,Discrete,NA,NA,NA
1118,18,Fear,High,The Fifth Element,23,9,3,1,1,1,Female,18,3,Discrete,NA,NA,NA
1119,19,Fear,High,Lethal weapon 3,23,1,1,1,5,3,Female,18,3,Discrete,NA,NA,NA
1120,20,Fear,High,Man of Galilee CD1,23,6,1,1,1,1,Female,18,3,Discrete,NA,NA,NA
1121,21,Happy,Moderate,The Rainmaker,23,1,1,9,1,3,Female,18,3,Discrete,NA,NA,NA
1122,22,Happy,Moderate,Batman,23,1,1,7,1,1,Female,18,3,Discrete,NA,NA,NA
1123,23,Happy,Moderate,Shallow Grave,23,1,1,9,1,1,Female,18,3,Discrete,NA,NA,NA
1124,24,Happy,Moderate,Man of Galilee CD1,23,1,1,9,1,1,Female,18,3,Discrete,NA,NA,NA
1125,25,Happy,Moderate,Oliver Twist,23,1,1,4,1,3,Female,18,3,Discrete,NA,NA,NA
1126,26,Happy,High,The Omen,23,1,1,5,1,9,Female,18,3,Discrete,NA,NA,NA
1127,27,Happy,High,Oliver Twist,23,1,1,9,1,4,Female,18,3,Discrete,NA,NA,NA
1128,28,Happy,High,Grizzly Man,23,1,1,7,3,3,Female,18,3,Discrete,NA,NA,NA
1129,29,Happy,High,The Portait of a Lady,23,1,1,1,7,3,Female,18,3,Discrete,NA,NA,NA
1130,30,Happy,High,Nostradamus,23,1,1,1,3,4,Female,18,3,Discrete,NA,NA,NA
1131,31,Sad,Moderate,The English Patient,23,1,1,7,1,6,Female,18,3,Discrete,NA,NA,NA
1132,32,Sad,Moderate,Running Scared,23,1,5,1,1,1,Female,18,3,Discrete,NA,NA,NA
1133,33,Sad,Moderate,The Portait of a Lady,23,1,1,1,8,9,Female,18,3,Discrete,NA,NA,NA
1134,34,Sad,Moderate,Big Fish,23,1,1,2,1,4,Female,18,3,Discrete,NA,NA,NA
1135,35,Sad,Moderate,Man of Galilee CD1,23,6,1,1,8,4,Female,18,3,Discrete,NA,NA,NA
1136,36,Sad,High,Angel Heart,23,1,1,1,5,2,Female,18,3,Discrete,NA,NA,NA
1137,37,Sad,High,Batman,23,1,2,1,3,4,Female,18,3,Discrete,NA,NA,NA
1138,38,Sad,High,Dracula,23,1,1,3,2,3,Female,18,3,Discrete,NA,NA,NA
1139,39,Sad,High,Shakespeare In Love,23,1,1,2,4,8,Female,18,3,Discrete,NA,NA,NA
1140,40,Sad,High,The English Patient,23,1,1,5,2,5,Female,18,3,Discrete,NA,NA,NA
1141,41,Tender,Moderate,Shine,23,1,1,1,2,9,Female,18,3,Discrete,NA,NA,NA
1142,42,Tender,Moderate,Pride & Prejudice,23,1,1,5,2,3,Female,18,3,Discrete,NA,NA,NA
1143,43,Tender,Moderate,Dances with Wolves,23,1,1,5,2,2,Female,18,3,Discrete,NA,NA,NA
1144,44,Tender,Moderate,Pride & Prejudice,23,1,1,5,2,3,Female,18,3,Discrete,NA,NA,NA
1145,45,Tender,Moderate,Oliver Twist,23,1,1,7,2,7,Female,18,3,Discrete,NA,NA,NA
1146,46,Tender,High,Batman,23,1,1,1,2,4,Female,18,3,Discrete,NA,NA,NA
1147,47,Tender,High,Oliver Twist,23,2,2,7,2,3,Female,18,3,Discrete,NA,NA,NA
1148,48,Tender,High,Dracula,23,1,1,1,3,9,Female,18,3,Discrete,NA,NA,NA
1149,49,Tender,High,Juha,23,1,1,2,3,1,Female,18,3,Discrete,NA,NA,NA
1150,50,Tender,High,Oliver Twist,23,1,1,9,1,7,Female,18,3,Discrete,NA,NA,NA
1151,1,Anger,Moderate,Lethal weapon 3,24,6,5,1,1,1,Male,25,1,Discrete,NA,NA,NA
1152,2,Anger,Moderate,The Rainmaker,24,4,6,1,1,1,Male,25,1,Discrete,NA,NA,NA
1153,3,Anger,Moderate,The Alien Trilogy,24,5,5,1,1,1,Male,25,1,Discrete,NA,NA,NA
1154,4,Anger,Moderate,Cape Fear,24,5,6,1,2,1,Male,25,1,Discrete,NA,NA,NA
1155,5,Anger,Moderate,The Fifth Element,24,3,3,4,1,2,Male,25,1,Discrete,NA,NA,NA
1156,6,Anger,High,Crouching Tiger ,24,3,4,3,1,1,Male,25,1,Discrete,NA,NA,NA
1157,7,Anger,High,Batman Returns,24,6,5,1,3,1,Male,25,1,Discrete,NA,NA,NA
1158,8,Anger,High,Man of Galilee CD1,24,5,5,3,1,1,Male,25,1,Discrete,NA,NA,NA
1159,9,Anger,High,The Untouchables,24,3,4,1,1,1,Male,25,1,Discrete,NA,NA,NA
1160,10,Anger,High,Oliver Twist,24,3,5,1,2,1,Male,25,1,Discrete,NA,NA,NA
1161,11,Fear,Moderate,Batman Returns,24,2,4,1,1,1,Male,25,1,Discrete,NA,NA,NA
1162,12,Fear,Moderate,JFK,24,1,2,2,1,3,Male,25,1,Discrete,NA,NA,NA
1163,13,Fear,Moderate,JFK,24,3,3,1,3,1,Male,25,1,Discrete,NA,NA,NA
1164,14,Fear,Moderate,The Alien Trilogy,24,1,3,1,1,1,Male,25,1,Discrete,NA,NA,NA
1165,15,Fear,Moderate,Hannibal,24,1,3,1,1,1,Male,25,1,Discrete,NA,NA,NA
1166,16,Fear,High,Running Scared,24,3,3,1,1,1,Male,25,1,Discrete,NA,NA,NA
1167,17,Fear,High,The Untouchables,24,1,4,1,1,1,Male,25,1,Discrete,NA,NA,NA
1168,18,Fear,High,The Fifth Element,24,8,7,1,3,1,Male,25,1,Discrete,NA,NA,NA
1169,19,Fear,High,Lethal weapon 3,24,1,3,1,4,1,Male,25,1,Discrete,NA,NA,NA
1170,20,Fear,High,Man of Galilee CD1,24,3,5,1,1,1,Male,25,1,Discrete,NA,NA,NA
1171,21,Happy,Moderate,The Rainmaker,24,1,1,5,1,3,Male,25,1,Discrete,NA,NA,NA
1172,22,Happy,Moderate,Batman,24,1,1,7,2,4,Male,25,1,Discrete,NA,NA,NA
1173,23,Happy,Moderate,Shallow Grave,24,1,1,8,1,2,Male,25,1,Discrete,NA,NA,NA
1174,24,Happy,Moderate,Man of Galilee CD1,24,4,1,5,1,1,Male,25,1,Discrete,NA,NA,NA
1175,25,Happy,Moderate,Oliver Twist,24,1,1,6,1,3,Male,25,1,Discrete,NA,NA,NA
1176,26,Happy,High,The Omen,24,1,2,4,5,6,Male,25,1,Discrete,NA,NA,NA
1177,27,Happy,High,Oliver Twist,24,1,1,6,1,3,Male,25,1,Discrete,NA,NA,NA
1178,28,Happy,High,Grizzly Man,24,1,2,3,3,6,Male,25,1,Discrete,NA,NA,NA
1179,29,Happy,High,The Portait of a Lady,24,1,2,3,7,5,Male,25,1,Discrete,NA,NA,NA
1180,30,Happy,High,Nostradamus,24,1,2,1,3,3,Male,25,1,Discrete,NA,NA,NA
1181,31,Sad,Moderate,The English Patient,24,1,2,1,7,1,Male,25,1,Discrete,NA,NA,NA
1182,32,Sad,Moderate,Running Scared,24,1,2,1,3,1,Male,25,1,Discrete,NA,NA,NA
1183,33,Sad,Moderate,The Portait of a Lady,24,1,4,1,5,1,Male,25,1,Discrete,NA,NA,NA
1184,34,Sad,Moderate,Big Fish,24,1,1,2,9,4,Male,25,1,Discrete,NA,NA,NA
1185,35,Sad,Moderate,Man of Galilee CD1,24,1,3,1,5,6,Male,25,1,Discrete,NA,NA,NA
1186,36,Sad,High,Angel Heart,24,1,2,1,7,3,Male,25,1,Discrete,NA,NA,NA
1187,37,Sad,High,Batman,24,1,1,1,3,5,Male,25,1,Discrete,NA,NA,NA
1188,38,Sad,High,Dracula,24,1,2,1,2,1,Male,25,1,Discrete,NA,NA,NA
1189,39,Sad,High,Shakespeare In Love,24,1,1,3,6,7,Male,25,1,Discrete,NA,NA,NA
1190,40,Sad,High,The English Patient,24,1,1,4,1,4,Male,25,1,Discrete,NA,NA,NA
1191,41,Tender,Moderate,Shine,24,1,1,2,3,3,Male,25,1,Discrete,NA,NA,NA
1192,42,Tender,Moderate,Pride & Prejudice,24,1,2,2,8,3,Male,25,1,Discrete,NA,NA,NA
1193,43,Tender,Moderate,Dances with Wolves,24,1,1,5,4,5,Male,25,1,Discrete,NA,NA,NA
1194,44,Tender,Moderate,Pride & Prejudice,24,1,1,3,2,5,Male,25,1,Discrete,NA,NA,NA
1195,45,Tender,Moderate,Oliver Twist,24,1,1,1,4,3,Male,25,1,Discrete,NA,NA,NA
1196,46,Tender,High,Batman,24,1,1,1,4,2,Male,25,1,Discrete,NA,NA,NA
1197,47,Tender,High,Oliver Twist,24,1,2,2,5,6,Male,25,1,Discrete,NA,NA,NA
1198,48,Tender,High,Dracula,24,1,1,1,3,3,Male,25,1,Discrete,NA,NA,NA
1199,49,Tender,High,Juha,24,1,2,3,7,5,Male,25,1,Discrete,NA,NA,NA
1200,50,Tender,High,Oliver Twist,24,1,1,2,6,6,Male,25,1,Discrete,NA,NA,NA
1201,1,Anger,Moderate,Lethal weapon 3,25,6,9,1,1,1,Male,23,3,Discrete,NA,NA,NA
1202,2,Anger,Moderate,The Rainmaker,25,8,9,1,1,1,Male,23,3,Discrete,NA,NA,NA
1203,3,Anger,Moderate,The Alien Trilogy,25,6,3,1,1,1,Male,23,3,Discrete,NA,NA,NA
1204,4,Anger,Moderate,Cape Fear,25,5,8,1,3,1,Male,23,3,Discrete,NA,NA,NA
1205,5,Anger,Moderate,The Fifth Element,25,6,7,1,3,1,Male,23,3,Discrete,NA,NA,NA
1206,6,Anger,High,Crouching Tiger ,25,6,3,1,1,2,Male,23,3,Discrete,NA,NA,NA
1207,7,Anger,High,Batman Returns,25,7,3,1,3,1,Male,23,3,Discrete,NA,NA,NA
1208,8,Anger,High,Man of Galilee CD1,25,6,4,1,6,1,Male,23,3,Discrete,NA,NA,NA
1209,9,Anger,High,The Untouchables,25,5,4,1,1,1,Male,23,3,Discrete,NA,NA,NA
1210,10,Anger,High,Oliver Twist,25,7,3,1,2,1,Male,23,3,Discrete,NA,NA,NA
1211,11,Fear,Moderate,Batman Returns,25,7,7,1,3,1,Male,23,3,Discrete,NA,NA,NA
1212,12,Fear,Moderate,JFK,25,2,8,1,1,1,Male,23,3,Discrete,NA,NA,NA
1213,13,Fear,Moderate,JFK,25,5,7,2,1,1,Male,23,3,Discrete,NA,NA,NA
1214,14,Fear,Moderate,The Alien Trilogy,25,1,9,1,1,1,Male,23,3,Discrete,NA,NA,NA
1215,15,Fear,Moderate,Hannibal,25,1,9,1,1,1,Male,23,3,Discrete,NA,NA,NA
1216,16,Fear,High,Running Scared,25,3,6,1,1,1,Male,23,3,Discrete,NA,NA,NA
1217,17,Fear,High,The Untouchables,25,3,7,1,1,1,Male,23,3,Discrete,NA,NA,NA
1218,18,Fear,High,The Fifth Element,25,7,2,1,1,1,Male,23,3,Discrete,NA,NA,NA
1219,19,Fear,High,Lethal weapon 3,25,1,6,1,1,1,Male,23,3,Discrete,NA,NA,NA
1220,20,Fear,High,Man of Galilee CD1,25,1,2,6,1,1,Male,23,3,Discrete,NA,NA,NA
1221,21,Happy,Moderate,The Rainmaker,25,1,1,8,1,3,Male,23,3,Discrete,NA,NA,NA
1222,22,Happy,Moderate,Batman,25,1,1,6,1,2,Male,23,3,Discrete,NA,NA,NA
1223,23,Happy,Moderate,Shallow Grave,25,1,1,9,1,2,Male,23,3,Discrete,NA,NA,NA
1224,24,Happy,Moderate,Man of Galilee CD1,25,1,1,8,1,3,Male,23,3,Discrete,NA,NA,NA
1225,25,Happy,Moderate,Oliver Twist,25,1,1,7,2,6,Male,23,3,Discrete,NA,NA,NA
1226,26,Happy,High,The Omen,25,1,1,4,1,7,Male,23,3,Discrete,NA,NA,NA
1227,27,Happy,High,Oliver Twist,25,1,1,6,1,2,Male,23,3,Discrete,NA,NA,NA
1228,28,Happy,High,Grizzly Man,25,1,1,2,3,7,Male,23,3,Discrete,NA,NA,NA
1229,29,Happy,High,The Portait of a Lady,25,1,1,6,4,8,Male,23,3,Discrete,NA,NA,NA
1230,30,Happy,High,Nostradamus,25,1,1,5,1,7,Male,23,3,Discrete,NA,NA,NA
1231,31,Sad,Moderate,The English Patient,25,1,1,1,7,3,Male,23,3,Discrete,NA,NA,NA
1232,32,Sad,Moderate,Running Scared,25,1,3,1,7,4,Male,23,3,Discrete,NA,NA,NA
1233,33,Sad,Moderate,The Portait of a Lady,25,1,3,1,7,5,Male,23,3,Discrete,NA,NA,NA
1234,34,Sad,Moderate,Big Fish,25,1,1,4,4,1,Male,23,3,Discrete,NA,NA,NA
1235,35,Sad,Moderate,Man of Galilee CD1,25,6,8,1,6,1,Male,23,3,Discrete,NA,NA,NA
1236,36,Sad,High,Angel Heart,25,1,2,1,5,2,Male,23,3,Discrete,NA,NA,NA
1237,37,Sad,High,Batman,25,1,5,2,2,3,Male,23,3,Discrete,NA,NA,NA
1238,38,Sad,High,Dracula,25,1,4,1,6,2,Male,23,3,Discrete,NA,NA,NA
1239,39,Sad,High,Shakespeare In Love,25,1,1,6,4,7,Male,23,3,Discrete,NA,NA,NA
1240,40,Sad,High,The English Patient,25,1,1,1,6,6,Male,23,3,Discrete,NA,NA,NA
1241,41,Tender,Moderate,Shine,25,1,1,6,4,9,Male,23,3,Discrete,NA,NA,NA
1242,42,Tender,Moderate,Pride & Prejudice,25,1,1,4,3,6,Male,23,3,Discrete,NA,NA,NA
1243,43,Tender,Moderate,Dances with Wolves,25,1,1,6,5,9,Male,23,3,Discrete,NA,NA,NA
1244,44,Tender,Moderate,Pride & Prejudice,25,1,1,2,4,6,Male,23,3,Discrete,NA,NA,NA
1245,45,Tender,Moderate,Oliver Twist,25,1,1,5,2,7,Male,23,3,Discrete,NA,NA,NA
1246,46,Tender,High,Batman,25,1,2,1,3,6,Male,23,3,Discrete,NA,NA,NA
1247,47,Tender,High,Oliver Twist,25,1,1,2,6,6,Male,23,3,Discrete,NA,NA,NA
1248,48,Tender,High,Dracula,25,1,2,2,3,6,Male,23,3,Discrete,NA,NA,NA
1249,49,Tender,High,Juha,25,1,1,6,2,6,Male,23,3,Discrete,NA,NA,NA
1250,50,Tender,High,Oliver Twist,25,1,3,2,5,3,Male,23,3,Discrete,NA,NA,NA
1251,1,Anger,Moderate,Lethal weapon 3,26,6,6,1,1,1,Female,21,1,Discrete,NA,NA,NA
1252,2,Anger,Moderate,The Rainmaker,26,6,5,1,1,1,Female,21,1,Discrete,NA,NA,NA
1253,3,Anger,Moderate,The Alien Trilogy,26,7,3,1,1,1,Female,21,1,Discrete,NA,NA,NA
1254,4,Anger,Moderate,Cape Fear,26,5,6,1,1,1,Female,21,1,Discrete,NA,NA,NA
1255,5,Anger,Moderate,The Fifth Element,26,6,3,1,4,1,Female,21,1,Discrete,NA,NA,NA
1256,6,Anger,High,Crouching Tiger ,26,5,2,2,1,1,Female,21,1,Discrete,NA,NA,NA
1257,7,Anger,High,Batman Returns,26,6,4,1,1,1,Female,21,1,Discrete,NA,NA,NA
1258,8,Anger,High,Man of Galilee CD1,26,6,1,1,5,1,Female,21,1,Discrete,NA,NA,NA
1259,9,Anger,High,The Untouchables,26,4,3,3,1,1,Female,21,1,Discrete,NA,NA,NA
1260,10,Anger,High,Oliver Twist,26,5,5,1,1,1,Female,21,1,Discrete,NA,NA,NA
1261,11,Fear,Moderate,Batman Returns,26,5,8,1,1,1,Female,21,1,Discrete,NA,NA,NA
1262,12,Fear,Moderate,JFK,26,3,5,1,1,1,Female,21,1,Discrete,NA,NA,NA
1263,13,Fear,Moderate,JFK,26,1,6,1,1,1,Female,21,1,Discrete,NA,NA,NA
1264,14,Fear,Moderate,The Alien Trilogy,26,4,3,1,1,1,Female,21,1,Discrete,NA,NA,NA
1265,15,Fear,Moderate,Hannibal,26,1,5,1,1,1,Female,21,1,Discrete,NA,NA,NA
1266,16,Fear,High,Running Scared,26,4,3,1,1,1,Female,21,1,Discrete,NA,NA,NA
1267,17,Fear,High,The Untouchables,26,1,7,1,1,1,Female,21,1,Discrete,NA,NA,NA
1268,18,Fear,High,The Fifth Element,26,5,4,1,1,1,Female,21,1,Discrete,NA,NA,NA
1269,19,Fear,High,Lethal weapon 3,26,1,1,2,2,5,Female,21,1,Discrete,NA,NA,NA
1270,20,Fear,High,Man of Galilee CD1,26,5,2,3,1,1,Female,21,1,Discrete,NA,NA,NA
1271,21,Happy,Moderate,The Rainmaker,26,1,1,7,1,1,Female,21,1,Discrete,NA,NA,NA
1272,22,Happy,Moderate,Batman,26,1,1,4,1,2,Female,21,1,Discrete,NA,NA,NA
1273,23,Happy,Moderate,Shallow Grave,26,1,1,8,1,1,Female,21,1,Discrete,NA,NA,NA
1274,24,Happy,Moderate,Man of Galilee CD1,26,1,1,7,1,1,Female,21,1,Discrete,NA,NA,NA
1275,25,Happy,Moderate,Oliver Twist,26,1,1,7,3,1,Female,21,1,Discrete,NA,NA,NA
1276,26,Happy,High,The Omen,26,1,1,5,1,3,Female,21,1,Discrete,NA,NA,NA
1277,27,Happy,High,Oliver Twist,26,1,3,5,1,1,Female,21,1,Discrete,NA,NA,NA
1278,28,Happy,High,Grizzly Man,26,1,1,5,1,6,Female,21,1,Discrete,NA,NA,NA
1279,29,Happy,High,The Portait of a Lady,26,1,1,5,1,1,Female,21,1,Discrete,NA,NA,NA
1280,30,Happy,High,Nostradamus,26,1,1,5,1,6,Female,21,1,Discrete,NA,NA,NA
1281,31,Sad,Moderate,The English Patient,26,1,3,1,7,1,Female,21,1,Discrete,NA,NA,NA
1282,32,Sad,Moderate,Running Scared,26,1,4,1,6,1,Female,21,1,Discrete,NA,NA,NA
1283,33,Sad,Moderate,The Portait of a Lady,26,1,1,1,9,1,Female,21,1,Discrete,NA,NA,NA
1284,34,Sad,Moderate,Big Fish,26,1,1,1,3,1,Female,21,1,Discrete,NA,NA,NA
1285,35,Sad,Moderate,Man of Galilee CD1,26,4,1,1,4,1,Female,21,1,Discrete,NA,NA,NA
1286,36,Sad,High,Angel Heart,26,1,4,1,2,3,Female,21,1,Discrete,NA,NA,NA
1287,37,Sad,High,Batman,26,1,4,2,2,1,Female,21,1,Discrete,NA,NA,NA
1288,38,Sad,High,Dracula,26,1,1,1,4,3,Female,21,1,Discrete,NA,NA,NA
1289,39,Sad,High,Shakespeare In Love,26,1,1,4,5,5,Female,21,1,Discrete,NA,NA,NA
1290,40,Sad,High,The English Patient,26,1,1,3,4,1,Female,21,1,Discrete,NA,NA,NA
1291,41,Tender,Moderate,Shine,26,1,1,5,3,5,Female,21,1,Discrete,NA,NA,NA
1292,42,Tender,Moderate,Pride & Prejudice,26,1,1,4,1,4,Female,21,1,Discrete,NA,NA,NA
